id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,label,bytes_per_packet
9616,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,62758,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773596593853,1773596593853,0,2,160,1773596593853,1773596593853,0,1,72,1773596593853,1773596593853,0,1,88,72,80.0,11.31370849898476,88,72,72.0,0.0,72,88,88.0,0.0,88,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,dc01.fyp.lab,,,,,0,76.19047619047619
5023,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,53398,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773590172965,1773590183059,10094,30,5952,1773590172965,1773590183059,10094,17,3783,1773590172965,1773590183058,10093,13,2169,60,198.39999999999995,290.48290352683284,1677,60,222.52941176470588,379.6347121982951,1677,60,166.8461538461538,99.25879151142074,366,0,348.06896551724134,1864.9889683900944,10045,0,630.875,2510.4382851074693,10045,0,841.0833333333333,2903.212811487969,10060,2,1,2,0,29,22,1,0,1,1,1,0,16,11,1,0,1,0,1,0,13,11,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,197.74086378737542
9398,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,50307,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773595970882,1773595970882,0,2,239,1773595970882,1773595970882,0,1,90,1773595970882,1773595970882,0,1,149,90,119.5,41.71930009000631,149,90,90.0,0.0,90,149,149.0,0.0,149,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_kerberos._tcp.fyp.lab.fyp.lab,,,,,0,113.80952380952381
9181,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,56167,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773594916579,1773594924703,8124,31,6325,1773594916579,1773594924703,8124,17,3850,1773594916579,1773594924703,8124,14,2475,60,204.0322580645161,285.39837465911484,1677,60,226.4705882352941,378.18697717647865,1677,60,176.78571428571428,102.3599820929348,366,0,270.79999999999995,1473.2319947465255,8071,0,507.75,2016.878495761871,8071,0,624.9230769230769,2243.28466248113,8091,2,1,2,0,30,24,1,0,1,1,1,0,16,12,1,0,1,0,1,0,14,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,203.37620578778134
10212,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,57585,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773597205069,1773597215164,10095,34,6591,1773597205069,1773597215164,10095,18,3926,1773597205069,1773597215163,10094,16,2665,60,193.85294117647047,276.05896738909934,1687,60,218.1111111111111,371.1674568786327,1687,60,166.5625,100.1212390055177,366,0,305.90909090909093,1746.9082754189678,10037,0,593.8235294117648,2433.4586814679565,10037,0,672.9333333333334,2590.502639220722,10037,2,2,2,0,33,25,1,0,1,1,1,0,17,12,1,0,1,1,1,0,16,13,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,193.28445747800586
18203,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,63343,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773606657083,1773606659204,2121,31,6343,1773606657083,1773606659204,2121,17,3868,1773606657083,1773606659204,2121,14,2475,60,204.6129032258064,288.49652538859164,1695,60,227.52941176470583,382.5024701957915,1695,60,176.78571428571428,102.3599820929348,366,0,70.7,374.8360699163634,2055,0,132.56249999999997,512.7281240254591,2055,0,163.15384615384616,577.4784045246261,2085,2,1,2,0,30,24,1,0,1,1,1,0,16,12,1,0,1,0,1,0,14,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,203.95498392282957
12188,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,64672,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773598996126,1773598996127,1,2,239,1773598996126,1773598996126,0,1,90,1773598996127,1773598996127,0,1,149,90,119.5,41.71930009000631,149,90,90.0,0.0,90,149,149.0,0.0,149,1,1.0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_kerberos._tcp.fyp.lab.fyp.lab,,,,,0,113.80952380952381
22187,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,65046,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773609631419,1773609631419,0,2,160,1773609631419,1773609631419,0,1,72,1773609631419,1773609631419,0,1,88,72,80.0,11.31370849898476,88,72,72.0,0.0,72,88,88.0,0.0,88,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,dc01.fyp.lab,,,,,0,76.19047619047619
8727,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,56530,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773595485776,1773595493862,8086,32,6416,1773595485776,1773595493862,8086,17,3881,1773595485776,1773595493861,8085,15,2535,60,200.5,287.1550104037887,1708,60,228.29411764705884,385.61991726081175,1708,60,168.99999999999997,103.1427582112703,366,0,260.83870967741933,1441.5352486561956,8028,0,505.375,2006.0474861445,8028,0,577.5,2151.316546818572,8052,2,1,2,0,31,24,1,0,1,1,1,0,16,12,1,0,1,0,1,0,15,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,199.8753894080997
5228,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,53765,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773590785592,1773590793703,8111,30,5962,1773590785592,1773590793703,8111,17,3793,1773590785593,1773590793703,8110,13,2169,60,198.7333333333334,292.2385578814741,1687,60,223.1176470588235,382.02942987958096,1687,60,166.8461538461538,99.25879151142074,366,0,279.68965517241384,1497.5238396253685,8066,0,506.9375,2015.754431761634,8066,0,675.8333333333334,2330.770876510147,8077,2,1,2,0,29,22,1,0,1,1,1,0,16,11,1,0,1,0,1,0,13,11,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,198.07308970099666
15244,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,50229,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773602491576,1773602491576,0,2,231,1773602491576,1773602491576,0,1,86,1773602491576,1773602491576,0,1,145,86,115.5,41.71930009000631,145,86,86.0,0.0,86,145,145.0,0.0,145,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_ldap._tcp.fyp.lab.fyp.lab,,,,,0,110.0
11711,0,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,64403,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773599000469,1773599007985,7516,4,272,1773599000469,1773599003483,3014,3,204,1773599007985,1773599007985,0,1,68,68,68.0,0.0,68,68,68.0,0.0,68,68,68.0,0.0,68,999,2505.333333333333,1802.2409198920475,4502,999,1507.0,718.4204896855323,2015,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,wpad.lan,,,,,0,66.34146341463415
4560,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,53840,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773589993655,1773589993656,1,2,204,1773589993655,1773589993655,0,1,78,1773589993656,1773589993656,0,1,126,78,102.0,33.94112549695428,126,78,78.0,0.0,78,126,126.0,0.0,126,1,1.0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_ldap._tcp.fyp.lab,,,,,0,97.14285714285714
8159,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,55528,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773593822573,1773593842854,20281,71,15405,1773593822573,1773593842854,20281,38,10136,1773593822573,1773593842854,20281,33,5269,60,216.9718309859155,324.93928979474595,1717,60,266.7368421052632,433.1051731836124,1717,60,159.66666666666663,88.04248500960581,366,0,289.7285714285714,1304.0876751159155,8033,0,548.135135135135,1764.6523762512006,8033,0,633.78125,1892.3593352824523,8059,2,2,2,0,70,55,1,0,1,1,1,0,37,27,1,0,1,1,1,0,33,28,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,216.66666666666669
5446,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,53218,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773590075311,1773590075311,0,2,204,1773590075311,1773590075311,0,1,78,1773590075311,1773590075311,0,1,126,78,102.0,33.94112549695428,126,78,78.0,0.0,78,126,126.0,0.0,126,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_ldap._tcp.fyp.lab,,,,,0,97.14285714285714
17641,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,51737,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773605878797,1773605878797,0,2,160,1773605878797,1773605878797,0,1,72,1773605878797,1773605878797,0,1,88,72,80.0,11.31370849898476,88,72,72.0,0.0,72,88,88.0,0.0,88,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,svr1.fyp.lab,,,,,0,76.19047619047619
18771,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,64088,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773607854073,1773607854084,11,12,2581,1773607854073,1773607854084,11,7,1388,1773607854073,1773607854084,11,5,1193,60,215.08333333333337,169.86115096178,623,60,198.28571428571428,201.17050337604525,623,66,238.6,132.1203996360895,366,0,1.0,1.7888543819998317,6,0,1.8333333333333333,2.136976056643281,6,1,2.75,2.362907813126304,6,2,1,2,0,11,8,1,0,1,1,1,0,6,4,1,0,1,0,1,0,5,4,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,213.30578512396696
3520,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,65199,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773588439096,1773588439096,0,2,239,1773588439096,1773588439096,0,1,90,1773588439096,1773588439096,0,1,149,90,119.5,41.71930009000631,149,90,90.0,0.0,90,149,149.0,0.0,149,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_kerberos._tcp.fyp.lab.fyp.lab,,,,,0,113.80952380952381
20639,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,64645,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773609320942,1773609320942,0,2,204,1773609320942,1773609320942,0,1,78,1773609320942,1773609320942,0,1,126,78,102.0,33.94112549695428,126,78,78.0,0.0,78,126,126.0,0.0,126,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_ldap._tcp.fyp.lab,,,,,0,97.14285714285714
7927,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,62374,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773593169304,1773593169304,0,2,160,1773593169304,1773593169304,0,1,72,1773593169304,1773593169304,0,1,88,72,80.0,11.31370849898476,88,72,72.0,0.0,72,88,88.0,0.0,88,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,svr1.fyp.lab,,,,,0,76.19047619047619
121,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,57314,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773584145602,1773584145602,0,2,204,1773584145602,1773584145602,0,1,78,1773584145602,1773584145602,0,1,126,78,102.0,33.94112549695428,126,78,78.0,0.0,78,126,126.0,0.0,126,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_ldap._tcp.fyp.lab,,,,,0,97.14285714285714
16155,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,55743,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773602799988,1773602805570,5582,2,172,1773602799988,1773602799988,0,1,86,1773602805570,1773602805570,0,1,86,86,86.0,0.0,86,86,86.0,0.0,86,86,86.0,0.0,86,5582,5582.0,0.0,5582,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,10.56.168.192.in-addr.arpa,,,,,0,81.9047619047619
17129,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,55357,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773605875556,1773605875556,0,2,231,1773605875556,1773605875556,0,1,86,1773605875556,1773605875556,0,1,145,86,115.5,41.71930009000631,145,86,86.0,0.0,86,145,145.0,0.0,145,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_ldap._tcp.fyp.lab.fyp.lab,,,,,0,110.0
16782,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,54929,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773604896318,1773604901644,5326,2,172,1773604896318,1773604896318,0,1,86,1773604901644,1773604901644,0,1,86,86,86.0,0.0,86,86,86.0,0.0,86,86,86.0,0.0,86,5326,5326.0,0.0,5326,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,10.56.168.192.in-addr.arpa,,,,,0,81.9047619047619
3600,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,52547,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773588716065,1773588725168,9103,31,6018,1773588716065,1773588725168,9103,17,3789,1773588716065,1773588725168,9103,14,2229,60,194.1290322580645,287.7149911440699,1683,60,222.8823529411765,381.0714963023575,1683,60,159.21428571428575,99.54834818505844,366,0,303.43333333333334,1653.4773740323094,9058,0,568.9375,2263.754329095805,9058,0,700.2307692307693,2515.1100093185505,9071,2,1,2,0,30,22,1,0,1,1,1,0,16,11,1,0,1,0,1,0,14,11,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,193.50482315112538
10900,0,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,64169,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773597787414,1773597797874,10460,5,340,1773597787414,1773597790427,3013,3,204,1773597793549,1773597797874,4325,2,136,68,68.0,0.0,68,68,68.0,0.0,68,68,68.0,0.0,68,1013,2615.0,1428.9597615048508,4325,1013,1506.5,697.9143930311224,2000,4325,4325.0,0.0,4325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,wpad.lan,,,,,0,66.66666666666667
10571,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,61678,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773597605086,1773597605086,0,2,203,1773597605086,1773597605086,0,1,72,1773597605086,1773597605086,0,1,131,72,101.5,41.71930009000631,131,72,72.0,0.0,72,131,131.0,0.0,131,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,wpad.fyp.lab,,,,,0,96.66666666666666
3929,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,60462,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773589112689,1773589112689,0,2,204,1773589112689,1773589112689,0,1,78,1773589112689,1773589112689,0,1,126,78,102.0,33.94112549695428,126,78,78.0,0.0,78,126,126.0,0.0,126,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_ldap._tcp.fyp.lab,,,,,0,97.14285714285714
2919,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,59219,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773587818113,1773587818113,0,2,212,1773587818113,1773587818113,0,1,82,1773587818113,1773587818113,0,1,130,82,106.0,33.94112549695428,130,82,82.0,0.0,82,130,130.0,0.0,130,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_kerberos._tcp.fyp.lab,,,,,0,100.95238095238095
6366,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,54357,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773591819921,1773591819933,12,12,2581,1773591819921,1773591819933,12,7,1388,1773591819922,1773591819932,10,5,1193,60,215.08333333333337,169.86115096178,623,60,198.28571428571428,201.17050337604525,623,66,238.6,132.1203996360895,366,0,1.090909090909091,1.4459976109624424,5,0,2.0,2.1908902300206643,6,1,2.5,1.9148542155126764,5,2,1,2,0,11,8,1,0,1,1,1,0,6,4,1,0,1,0,1,0,5,4,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,213.30578512396696
16222,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,61461,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773603585453,1773603589559,4106,29,5895,1773603585453,1773603589559,4106,16,3727,1773603585453,1773603589559,4106,13,2168,60,203.27586206896555,295.12695773559216,1681,60,232.93750000000003,390.68000012798194,1681,60,166.76923076923077,99.13471797353492,366,0,146.64285714285714,767.3511540688486,4062,0,273.7333333333333,1048.011141343904,4062,0,342.1666666666667,1174.923427550094,4073,2,1,2,0,28,22,1,0,1,1,1,0,15,11,1,0,1,0,1,0,13,11,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,202.57731958762886
5657,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,54136,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773591420358,1773591425447,5089,30,5983,1773591420358,1773591425447,5089,17,3814,1773591420358,1773591425446,5088,13,2169,60,199.4333333333333,295.9281929831946,1708,60,224.3529411764706,387.0595789372209,1708,60,166.8461538461538,99.25879151142074,366,0,175.48275862068965,933.4877235664436,5029,0,318.0625,1256.2800891918969,5029,0,424.0,1461.2260107681682,5064,2,1,2,0,29,22,1,0,1,1,1,0,16,11,1,0,1,0,1,0,13,11,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,198.77076411960132
14056,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,60555,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773602094722,1773602098794,4072,32,6395,1773602094722,1773602098794,4072,17,3860,1773602094723,1773602098793,4070,15,2535,60,199.84375000000003,283.60070855899016,1687,60,227.0588235294117,380.58433207835736,1687,60,168.99999999999997,103.1427582112703,366,0,131.3548387096774,720.6097209256013,4014,0,254.50000000000003,1002.5602558782524,4014,0,290.7142857142857,1078.558256232788,4038,2,1,2,0,31,24,1,0,1,1,1,0,16,12,1,0,1,0,1,0,15,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,199.22118380062304
14529,0,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,54848,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773602641688,1773602648968,7280,4,272,1773602641688,1773602644716,3028,3,204,1773602648968,1773602648968,0,1,68,68,68.0,0.0,68,68,68.0,0.0,68,68,68.0,0.0,68,1013,2426.6666666666665,1658.276916963308,4252,1013,1514.0,708.5209947489207,2015,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,wpad.lan,,,,,0,66.34146341463415
1469,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,61896,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773585744392,1773585755592,11200,6,546,1773585744392,1773585748410,4018,4,364,1773585752132,1773585755592,3460,2,182,91,91.0,0.0,91,91,91.0,0.0,91,91,91.0,0.0,91,1001,2240.0,1304.1389879916942,3722,1001,1339.3333333333333,585.1447114460947,2015,3460,3460.0,0.0,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.MICROSOFT,Network,0,6,settings-win.data.microsoft.com,,,,,0,89.50819672131148
947,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,50039,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773585343963,1773585343963,0,2,160,1773585343963,1773585343963,0,1,72,1773585343963,1773585343963,0,1,88,72,80.0,11.31370849898476,88,72,72.0,0.0,72,88,88.0,0.0,88,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,svr1.fyp.lab,,,,,0,76.19047619047619
23676,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,63345,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773612778663,1773612778663,0,2,203,1773612778663,1773612778663,0,1,72,1773612778663,1773612778663,0,1,131,72,101.5,41.71930009000631,131,72,72.0,0.0,72,131,131.0,0.0,131,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,wpad.fyp.lab,,,,,0,96.66666666666666
19483,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,51871,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773608700138,1773608700138,0,2,160,1773608700138,1773608700138,0,1,72,1773608700138,1773608700138,0,1,88,72,80.0,11.31370849898476,88,72,72.0,0.0,72,88,88.0,0.0,88,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,dc01.fyp.lab,,,,,0,76.19047619047619
5204,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,53788,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773590823204,1773590827301,4097,27,5594,1773590823204,1773590827301,4097,15,3555,1773590823204,1773590827301,4097,12,2039,60,207.1851851851852,305.8569345093624,1681,60,237.0,404.0422538016821,1681,60,169.91666666666666,103.02555581755018,366,0,157.57692307692307,791.6830261197683,4039,0,292.6428571428572,1078.3084050880418,4039,0,372.45454545454544,1224.3633744633464,4064,2,1,2,0,26,20,1,0,1,1,1,0,14,10,1,0,1,0,1,0,12,10,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,206.42066420664204
20931,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,60800,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773609941906,1773609941906,0,2,160,1773609941906,1773609941906,0,1,72,1773609941906,1773609941906,0,1,88,72,80.0,11.31370849898476,88,72,72.0,0.0,72,88,88.0,0.0,88,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,dc01.fyp.lab,,,,,0,76.19047619047619
11654,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,57992,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773597883944,1773597897191,13247,32,6385,1773597883944,1773597897191,13247,18,3910,1773597883944,1773597897191,13247,14,2475,60,199.53125000000009,281.9096153911745,1677,60,217.2222222222222,368.9874149863389,1677,60,176.78571428571428,102.3599820929348,366,0,427.3225806451613,2368.286896853177,13188,0,779.2352941176471,3197.672464649322,13188,0,1019.0,3663.546141832164,13212,2,1,2,0,31,24,1,0,1,1,1,0,17,12,1,0,1,0,1,0,14,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0,198.90965732087227
