id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,label
16548,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,53515,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773604631964,1773604631964,0,2,212,1773604631964,1773604631964,0,1,82,1773604631964,1773604631964,0,1,130,82,106.0,33.94112549695428,130,82,82.0,0.0,82,130,130.0,0.0,130,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_kerberos._tcp.fyp.lab,,,,,0
14375,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,60461,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773601910909,1773601910920,11,12,2575,1773601910909,1773601910920,11,7,1382,1773601910910,1773601910920,10,5,1193,60,214.5833333333333,168.55506698423696,617,60,197.42857142857144,199.0610100303064,617,66,238.6,132.1203996360895,366,0,1.0,1.4832396974191326,5,0,1.8333333333333333,1.7224014243685084,5,0,2.5,2.6457513110645907,6,2,1,2,0,11,8,1,0,1,1,1,0,6,4,1,0,1,0,1,0,5,4,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
4052,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,59842,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773589144126,1773589144126,0,2,231,1773589144126,1773589144126,0,1,86,1773589144126,1773589144126,0,1,145,86,115.5,41.71930009000631,145,86,86.0,0.0,86,145,145.0,0.0,145,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_ldap._tcp.fyp.lab.fyp.lab,,,,,0
22636,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,49841,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773611326532,1773611333622,7090,32,6395,1773611326532,1773611333622,7090,18,3920,1773611326532,1773611333622,7090,14,2475,60,199.84375000000003,283.6007085589901,1687,60,217.77777777777777,371.314763502303,1687,60,176.78571428571428,102.3599820929348,366,0,228.7096774193548,1261.906552101446,7028,0,417.0588235294117,1703.615107300804,7028,0,545.3846153846154,1955.9054824838177,7055,2,1,2,0,31,24,1,0,1,1,1,0,17,12,1,0,1,0,1,0,14,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
2909,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,61322,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773587556629,1773587564294,7665,2,172,1773587556629,1773587556629,0,1,86,1773587564294,1773587564294,0,1,86,86,86.0,0.0,86,86,86.0,0.0,86,86,86.0,0.0,86,7665,7665.0,0.0,7665,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,10.56.168.192.in-addr.arpa,,,,,0
15192,0,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,50412,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,49671,6,4,0,0,1773603467456,1773603478668,11212,13,2160,1773603467456,1773603478668,11212,7,1444,1773603467456,1773603478668,11212,6,716,60,166.15384615384616,223.8399153241166,878,60,206.2857142857143,304.6953201072148,878,60,119.33333333333331,62.91157816067458,182,0,934.3333333333331,3229.074292715916,11188,0,1868.6666666666667,4565.531367394891,11188,0,2242.4,5000.752073438554,11188,2,1,2,0,12,5,0,2,1,1,1,0,6,2,0,1,1,0,1,0,6,3,0,1,DCERPC,RPC,0,6,,,,,,0
15470,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,54647,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773603341579,1773603348803,7224,2,172,1773603341579,1773603341579,0,1,86,1773603348803,1773603348803,0,1,86,86,86.0,0.0,86,86,86.0,0.0,86,86,86.0,0.0,86,7224,7224.0,0.0,7224,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,10.56.168.192.in-addr.arpa,,,,,0
18404,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,62528,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773605310255,1773605320330,10075,32,6389,1773605310255,1773605320330,10075,17,3854,1773605310255,1773605320329,10074,15,2535,60,199.65625,282.5859400396002,1681,60,226.7058823529412,379.1458763961904,1681,60,168.99999999999997,103.1427582112703,366,0,324.99999999999994,1802.6591469271168,10038,0,629.6875,2508.886518457939,10038,0,719.5714285714286,2685.7719622051004,10051,2,1,2,0,31,24,1,0,1,1,1,0,16,12,1,0,1,0,1,0,15,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
3718,0,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,138,192.168.56.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,138,17,4,0,0,1773588483740,1773588483740,0,1,243,1773588483740,1773588483740,0,1,243,0,0,0,0,0,243,243.0,0.0,243,243,243.0,0.0,243,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NETBIOS.SMBV1,System,0,6,svr1,,,,,0
6657,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,54548,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773592157899,1773592163012,5113,31,6022,1773592157899,1773592163012,5113,17,3793,1773592157899,1773592163011,5112,14,2229,60,194.25806451612905,288.40503552491765,1687,60,223.1176470588235,382.02942987958096,1687,60,159.21428571428575,99.54834818505844,366,0,170.43333333333334,923.8799997959628,5062,0,319.56249999999994,1264.662746545497,5062,0,393.2307692307692,1408.2111675127749,5080,2,1,2,0,30,22,1,0,1,1,1,0,16,11,1,0,1,0,1,0,14,11,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
10270,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,57727,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773597486930,1773597494039,7109,31,6325,1773597486930,1773597494039,7109,17,3850,1773597486930,1773597494038,7108,14,2475,60,204.0322580645161,285.39837465911484,1677,60,226.4705882352941,378.18697717647865,1677,60,176.78571428571428,102.3599820929348,366,0,236.9666666666667,1289.4278732173757,7064,0,444.3125,1765.260045762852,7064,0,546.7692307692308,1961.4979460370823,7075,2,1,2,0,30,24,1,0,1,1,1,0,16,12,1,0,1,0,1,0,14,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
15892,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,63756,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773603702714,1773603702715,1,2,231,1773603702714,1773603702714,0,1,86,1773603702715,1773603702715,0,1,145,86,115.5,41.71930009000631,145,86,86.0,0.0,86,145,145.0,0.0,145,1,1.0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_ldap._tcp.fyp.lab.fyp.lab,,,,,0
2681,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,51843,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773587505395,1773587511506,6111,30,5962,1773587505395,1773587511506,6111,17,3793,1773587505395,1773587511506,6111,13,2169,60,198.7333333333334,292.2385578814741,1687,60,223.1176470588235,382.02942987958096,1687,60,166.8461538461538,99.25879151142074,366,0,210.7241379310345,1126.135138317642,6066,0,381.9375,1515.7564654323596,6066,0,509.25000000000006,1754.0269576553883,6079,2,1,2,0,29,22,1,0,1,1,1,0,16,11,1,0,1,0,1,0,13,11,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
2431,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,51543,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,25,6,4,0,0,1773586988275,1773586988335,60,9,626,1773586988275,1773586988335,60,5,348,1773586988276,1773586988334,58,4,278,60,69.55555555555556,12.669955713331351,92,60,69.6,12.095453691366853,89,60,69.5,15.264337522473747,92,0,7.5,20.00714158208799,57,0,15.0,28.6705423736629,58,0,19.333333333333336,32.624121954978854,57,2,1,2,0,8,3,2,1,1,1,1,0,4,2,1,1,1,0,1,0,4,1,1,0,SMTP,Email,0,6,svr1.fyp.lab,,,,,0
1318,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,64202,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773585955355,1773585960585,5230,2,172,1773585955355,1773585955355,0,1,86,1773585960585,1773585960585,0,1,86,86,86.0,0.0,86,86,86.0,0.0,86,86,86.0,0.0,86,5230,5230.0,0.0,5230,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,10.56.168.192.in-addr.arpa,,,,,0
14562,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,60587,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773602124295,1773602130407,6112,32,6416,1773602124295,1773602130407,6112,18,3941,1773602124296,1773602130406,6110,14,2475,60,200.5,287.15501040378865,1708,60,218.94444444444443,376.2033980867613,1708,60,176.78571428571428,102.3599820929348,366,0,197.16129032258064,1088.8446199764285,6064,0,359.52941176470586,1470.0145882629472,6064,0,470.0,1684.4068194273418,6076,2,1,2,0,31,24,1,0,1,1,1,0,17,12,1,0,1,0,1,0,14,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
14116,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,60270,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773601624158,1773601626250,2092,32,6391,1773601624158,1773601626250,2092,18,3916,1773601624158,1773601626249,2091,14,2475,60,199.71875000000003,282.92415880779214,1683,60,217.5555555555556,370.3837790601118,1683,60,176.78571428571428,102.3599820929348,366,0,67.48387096774194,364.6349654990812,2032,0,123.05882352941175,491.9696980745149,2032,0,160.84615384615384,569.7563581850648,2057,2,1,2,0,31,24,1,0,1,1,1,0,17,12,1,0,1,0,1,0,14,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
16361,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,59361,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773604937212,1773604945786,8574,6,546,1773604937212,1773604941245,4033,4,364,1773604941447,1773604945786,4339,2,182,91,91.0,0.0,91,91,91.0,0.0,91,91,91.0,0.0,91,202,1714.8,1599.495451697191,4339,1016,1344.3333333333333,568.6900151517814,2001,4339,4339.0,0.0,4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.MICROSOFT,Network,0,6,settings-win.data.microsoft.com,,,,,0
17754,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,56144,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773605604157,1773605615348,11191,6,546,1773605604157,1773605608196,4039,4,364,1773605611888,1773605615348,3460,2,182,91,91.0,0.0,91,91,91.0,0.0,91,91,91.0,0.0,91,1008,2238.2,1290.6696711397535,3692,1008,1346.3333333333333,579.0961347939851,2015,3460,3460.0,0.0,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.MICROSOFT,Network,0,6,settings-win.data.microsoft.com,,,,,0
11749,0,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,49726,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,389,6,4,0,0,1773598447880,1773598447895,15,3,563,1773598447880,1773598447895,15,2,315,1773598447880,1773598447880,0,1,248,60,187.66666666666663,110.61796116966418,255,60,157.5,137.88582233137677,255,248,248.0,0.0,248,0,7.5,10.606601717798211,15,15,15.0,0.0,15,0,0.0,0.0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,LDAP,System,1,1,,,,,,0
17961,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,63168,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773606369424,1773606373524,4100,32,6416,1773606369424,1773606373524,4100,18,3941,1773606369424,1773606373524,4100,14,2475,60,200.5,287.15501040378865,1708,60,218.94444444444443,376.2033980867613,1708,60,176.78571428571428,102.3599820929348,366,0,132.25806451612905,726.3772650508796,4046,0,241.1764705882353,980.5034571136222,4046,0,315.3846153846154,1127.2339699800227,4067,2,1,2,0,31,24,1,0,1,1,1,0,17,12,1,0,1,0,1,0,14,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
11736,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,65527,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773598456264,1773598456264,0,2,160,1773598456264,1773598456264,0,1,72,1773598456264,1773598456264,0,1,88,72,80.0,11.31370849898476,88,72,72.0,0.0,72,88,88.0,0.0,88,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,dc01.fyp.lab,,,,,0
7464,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,54851,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773592670014,1773592680059,10045,34,6599,1773592670014,1773592680059,10045,18,3934,1773592670014,1773592680059,10045,16,2665,60,194.0882352941176,277.3704849438807,1695,60,218.5555555555556,373.0299187215925,1695,60,166.5625,100.1212390055177,366,0,304.3939393939393,1737.8455221083725,9985,0,590.8823529411764,2420.8179114287213,9985,0,669.6666666666666,2577.298105343952,9986,2,2,2,0,33,25,1,0,1,1,1,0,17,12,1,0,1,1,1,0,16,13,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
1460,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,62108,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773585108819,1773585108819,0,2,231,1773585108819,1773585108819,0,1,86,1773585108819,1773585108819,0,1,145,86,115.5,41.71930009000631,145,86,86.0,0.0,86,145,145.0,0.0,145,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_ldap._tcp.fyp.lab.fyp.lab,,,,,0
11909,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,53976,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773598685627,1773598685627,0,2,239,1773598685627,1773598685627,0,1,90,1773598685627,1773598685627,0,1,149,90,119.5,41.71930009000631,149,90,90.0,0.0,90,149,149.0,0.0,149,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_kerberos._tcp.fyp.lab.fyp.lab,,,,,0
1393,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,50343,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773585012730,1773585016815,4085,31,6329,1773585012730,1773585016815,4085,17,3854,1773585012731,1773585016814,4083,14,2475,60,204.16129032258064,286.0865949060638,1681,60,226.7058823529412,379.1458763961904,1681,60,176.78571428571428,102.3599820929348,366,0,136.16666666666666,734.6936534146841,4026,0,255.3125,1005.5447424986452,4026,0,314.0769230769231,1122.2197839949818,4049,2,1,2,0,30,24,1,0,1,1,1,0,16,12,1,0,1,0,1,0,14,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
17026,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,60402,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773604585745,1773604585745,0,2,239,1773604585745,1773604585745,0,1,90,1773604585745,1773604585745,0,1,149,90,119.5,41.71930009000631,149,90,90.0,0.0,90,149,149.0,0.0,149,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_kerberos._tcp.fyp.lab.fyp.lab,,,,,0
2605,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,51641,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773587159351,1773587167383,8032,29,5892,1773587159351,1773587167383,8032,16,3723,1773587159351,1773587167382,8031,13,2169,60,203.17241379310343,294.42523535156187,1677,60,232.6875,389.6916248779284,1677,60,166.8461538461538,99.25879151142074,366,0,286.8571428571429,1509.484329762632,7989,0,535.4666666666666,2061.9666710160354,7989,0,669.25,2308.594815624273,8000,2,1,2,0,28,22,1,0,1,1,1,0,15,11,1,0,1,0,1,0,13,11,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
12148,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,58519,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773598745538,1773598749657,4119,31,6325,1773598745538,1773598749657,4119,17,3850,1773598745539,1773598749657,4118,14,2475,60,204.0322580645161,285.39837465911484,1677,60,226.4705882352941,378.18697717647865,1677,60,176.78571428571428,102.3599820929348,366,0,137.3,741.0909083795041,4061,0,257.43749999999994,1014.3113242491185,4061,0,316.76923076923083,1132.2275355721094,4085,2,1,2,0,30,24,1,0,1,1,1,0,16,12,1,0,1,0,1,0,14,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
17224,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,62404,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773605144020,1773605166321,22301,74,15898,1773605144020,1773605166321,22301,40,10377,1773605144020,1773605166321,22301,34,5521,60,214.83783783783787,319.7585144914543,1708,60,259.4250000000001,423.8905814004364,1708,60,162.38235294117644,92.63843521532723,366,0,305.4931506849316,1479.6681039574726,9437,0,571.8205128205128,1998.0175420940427,9437,0,675.7878787878788,2166.072104028045,9456,2,1,2,0,73,56,1,0,1,1,1,0,39,28,1,0,1,0,1,0,34,28,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
4179,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,52464,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773588550045,1773588550084,39,13,2639,1773588550045,1773588550084,39,8,1446,1773588550046,1773588550084,38,5,1193,60,203.00000000000003,167.8059395055292,621,60,180.75,191.90231890209145,621,66,238.6,132.1203996360895,366,0,3.25,6.254089571123552,17,0,5.571428571428571,7.524562952029016,17,0,9.5,15.758595538097085,33,2,1,2,0,12,8,1,0,1,1,1,0,7,4,1,0,1,0,1,0,5,4,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
12631,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,64675,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773598998157,1773598998158,1,2,231,1773598998157,1773598998157,0,1,86,1773598998158,1773598998158,0,1,145,86,115.5,41.71930009000631,145,86,86.0,0.0,86,145,145.0,0.0,145,1,1.0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_ldap._tcp.fyp.lab.fyp.lab,,,,,0
13088,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,51513,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773600240344,1773600240345,1,2,231,1773600240344,1773600240344,0,1,86,1773600240345,1773600240345,0,1,145,86,115.5,41.71930009000631,145,86,86.0,0.0,86,145,145.0,0.0,145,1,1.0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_ldap._tcp.fyp.lab.fyp.lab,,,,,0
15550,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,61982,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773602967782,1773602979424,11642,6,546,1773602967782,1773602971778,3996,4,364,1773602974234,1773602979424,5190,2,182,91,91.0,0.0,91,91,91.0,0.0,91,91,91.0,0.0,91,995,2328.4,1721.5421284418223,5190,995,1332.0,579.3763888872242,2001,5190,5190.0,0.0,5190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.MICROSOFT,Network,0,6,settings-win.data.microsoft.com,,,,,0
11274,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,57975,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773597858529,1773597858540,11,12,2575,1773597858529,1773597858540,11,7,1382,1773597858529,1773597858540,11,5,1193,60,214.5833333333333,168.55506698423696,617,60,197.42857142857144,199.0610100303064,617,66,238.6,132.1203996360895,366,0,1.0,1.4832396974191326,5,0,1.8333333333333333,2.228601953392904,6,1,2.75,2.362907813126304,6,2,1,2,0,11,8,1,0,1,1,1,0,6,4,1,0,1,0,1,0,5,4,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
2955,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,52006,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773587765673,1773587770764,5091,31,6329,1773587765673,1773587770764,5091,17,3854,1773587765673,1773587770763,5090,14,2475,60,204.16129032258064,286.0865949060638,1681,60,226.7058823529412,379.1458763961904,1681,60,176.78571428571428,102.3599820929348,366,0,169.70000000000002,920.2442010983674,5042,0,318.1875,1259.7005580031048,5042,0,391.5384615384616,1405.1060823169553,5068,2,1,2,0,30,24,1,0,1,1,1,0,16,12,1,0,1,0,1,0,14,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
4130,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,60935,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773589066177,1773589066177,0,2,160,1773589066177,1773589066177,0,1,72,1773589066177,1773589066177,0,1,88,72,80.0,11.31370849898476,88,72,72.0,0.0,72,88,88.0,0.0,88,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,svr1.fyp.lab,,,,,0
12605,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,62983,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773599356813,1773599356813,0,2,231,1773599356813,1773599356813,0,1,86,1773599356813,1773599356813,0,1,145,86,115.5,41.71930009000631,145,86,86.0,0.0,86,145,145.0,0.0,145,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,_ldap._tcp.fyp.lab.fyp.lab,,,,,0
7045,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,60340,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,53,17,4,0,0,1773592634503,1773592645689,11186,6,546,1773592634503,1773592638511,4008,4,364,1773592642229,1773592645689,3460,2,182,91,91.0,0.0,91,91,91.0,0.0,91,91,91.0,0.0,91,992,2237.2,1302.5095776999108,3718,992,1336.0,575.1660629765981,2000,3460,3460.0,0.0,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.MICROSOFT,Network,0,6,settings-win.data.microsoft.com,,,,,0
16472,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,61767,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773604076874,1773604086982,10108,32,6395,1773604076874,1773604086982,10108,18,3920,1773604076874,1773604086982,10108,14,2475,60,199.84375000000003,283.6007085589901,1687,60,217.77777777777777,371.314763502303,1687,60,176.78571428571428,102.3599820929348,366,0,326.0645161290323,1801.73212836026,10034,0,594.5882352941177,2432.5005410796807,10034,0,777.5384615384615,2793.245114419923,10074,2,1,2,0,31,24,1,0,1,1,1,0,17,12,1,0,1,0,1,0,14,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
17806,0,192.168.56.200,08:00:27:ca:6f:1c,08:00:27,63339,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,445,6,4,0,0,1773606650987,1773606657080,6093,33,6445,1773606650987,1773606657080,6093,18,3910,1773606650988,1773606657080,6092,15,2535,60,195.3030303030304,278.530909959793,1677,60,217.2222222222222,368.9874149863389,1677,60,168.99999999999997,103.1427582112703,366,0,190.40625,1067.4375666376725,6040,0,358.41176470588243,1464.122862792922,6040,0,435.1428571428572,1618.0925549805595,6057,2,1,2,0,32,24,1,0,1,1,1,0,17,12,1,0,1,0,1,0,15,12,0,0,NETBIOS.SMBV23,System,0,6,,,,,,0
20419,0,192.168.56.100,08:00:27:7a:a2:fc,08:00:27,50643,192.168.56.10,08:00:27:b6:cd:2f,08:00:27,49671,6,4,0,0,1773609861453,1773609873294,11841,12,1980,1773609861453,1773609873294,11841,7,1438,1773609861453,1773609873294,11841,5,542,60,165.0,234.01864727565467,878,60,205.42857142857144,305.16381237124494,878,60,108.4,63.64589539004067,182,0,1076.4545454545455,3565.886015105821,11828,0,1973.5,4827.701637425412,11828,0,2960.25,5919.833352102631,11840,2,1,2,0,11,4,0,2,1,1,1,0,6,2,0,1,1,0,1,0,5,2,0,1,DCERPC,RPC,0,6,,,,,,0
